Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
42a8a194-533d-4493-b63e-6239725ec2d4	12	0.63	15.893	132.442%	3.146	78.65%	1.28007	0.588
42aee188-1031-43a1-94d8-5aefba27ecf1	13	0.677	16.69	128.385%	3.529	73.585%	1.55252	0.643
42b842e3-8105-477c-8dd4-b38ee3282cab	56	0.766	52.856	94.386%	6.628	64.377%	0.80878	0.637
42b937c9-906e-48bc-b523-bac39bfeefdf	34	0.817	34.12	100.353%	5.589	57.646%	0.93247	0.787
42c0fbea-2f38-40c7-89ae-f8aef1b67263	134	0.907	83.473	62.293%	10.371	42.129%	0.40717	0.862
42c80097-4111-4421-841e-299cf60df8c1	4	0.735	5.599	139.975%	1.787	72.954%	2.15847	0.734
42c97e90-d1f1-4269-8097-5738a0336cb7	44	0.83	37.461	85.139%	4.937	55.901%	0.74688	0.761
42cc7374-d8d0-43e2-ab18-13fcb5b954a8	72	0.808	64.999	90.276%	9.42	62.661%	0.87105	0.749
42d319f8-3bf5-4537-a7ae-578df3fc7324	7	0.711	6.561	93.729%	1.904	71.964%	1.77208	0.686
42d54135-7cf5-4cc0-9bea-85461f77757b	433	0.934	167.349	38.649%	22.126	35.813%	0.12901	0.859
42daae7d-468d-45fd-9487-7134a7da0e30	111	0.886	77.748	70.043%	10.281	51.341%	0.51552	0.842
42e36755-a116-40a8-8be7-18bf4262a8d9	89	0.716	77.038	86.56%	10.127	70.388%	0.66478	0.457
42e6d585-82f1-4a13-8e8c-31d456936d06	9	0.78	7.751	86.122%	2.142	64.584%	1.82845	0.76
42e75696-f91f-4815-add7-2cff3af0e4c1	274	0.893	141.07	51.485%	20.121	45.037%	0.24994	0.818
42eff78d-6354-43ee-bcc4-80922bda65d2	2015	0.989	399.202	19.812%	100.84	14.695%	0.07313	0.988
42f1696d-d6e4-4b72-990b-8f33a6fb375c	39	0.691	39.91	102.333%	5.656	72.418%	0.89712	0.543
42f30a4e-fcbe-401f-9c7a-c5978db06c1b	2	0.666	3.286	164.3%	1.196	84.57%	1.73559	0.706
42f58d2e-d90d-4d82-aa57-462b0dbb10c0	140	0.848	88.164	62.974%	11.414	53.451%	0.40973	0.71
42ffabcf-dfa4-4523-890e-b78f26816d85	76	0.948	39.95	52.566%	8.32	31.859%	0.36261	0.943
4304ebce-c56d-40de-b369-143c761a2ab3	1638	0.981	473.569	28.911%	80.49	20.31%	0.1177	0.977
4306ab9b-e5b6-44b7-a1d1-0e83703582bb	438	0.922	182.305	41.622%	27.322	39.119%	0.18234	0.867
430bdc3f-57bd-46d7-8e2e-498dfd318075	32	0.637	36.534	114.169%	5.064	78.139%	1.19574	0.468
430be64b-06dc-477b-9864-583a5920c184	47	0.873	37.012	78.749%	5.401	50.808%	0.84827	0.842
430c857f-770f-4a1b-b988-b04f40874ab7	122	0.923	74.726	61.251%	11.679	40.296%	0.41556	0.907
43133924-f822-43be-8a4a-39d96c3ec13a	59	0.757	50.604	85.769%	6.596	66.972%	0.82628	0.59
431c4eb2-67c6-4699-b53c-86eafaf27a89	18	0.717	18.24	101.333%	3.71	70.112%	1.22923	0.669
4320dc1f-65fb-4961-885d-a7565cb0da35	70	0.8	56.246	80.351%	7.578	61.874%	0.66077	0.69
4323f367-06b6-44bc-8a0b-8f5971ccfc64	205	0.854	106.212	51.811%	14.52	52.36%	0.27715	0.623
43253774-95e8-4967-983e-6c6500ea219b	62	0.879	52.175	84.153%	7.793	47.963%	0.68187	0.856
432cd3af-8fb4-41ee-9697-94a7afbcf68e	7	0.677	7.7	110.0%	1.948	73.627%	1.75445	0.645
432df57a-7516-4cdd-8f60-54f9c28cec56	67	0.762	60.58	90.418%	7.647	64.861%	0.75595	0.607
432e0351-4db1-4e91-82aa-41ec545ba9af	711	0.96	303.451	42.679%	56.795	28.327%	0.20926	0.954
43315bcd-2433-40dc-b937-804f12fe9d65	28	0.832	25.451	90.896%	4.099	55.78%	0.88294	0.798
43354282-0fbb-4aab-91c3-63891e7d3b6d	26	0.541	33.628	129.338%	5.051	84.183%	1.38377	0.349
433853d0-556a-4ae0-991f-eac0907b5421	105	0.926	57.249	54.523%	8.117	38.053%	0.43457	0.9
433ac8bc-37bf-423a-8256-9d06fca4424f	70	0.726	62.356	89.08%	8.17	69.548%	0.76065	0.52
43476464-a109-4c5d-ae31-794fa35b4bd6	57	0.885	45.16	79.228%	10.114	59.701%	1.33394	0.876
43480e8f-69a0-44a6-8b84-49c5facec008	30	0.807	32.115	107.05%	4.798	60.935%	0.88118	0.778
434a66ee-dc37-4835-81e9-142bb825755b	10	0.539	12.684	126.84%	2.988	94.489%	2.32372	0.484
434b57c0-aa69-45ec-9e0e-8c3c3951ac3e	159	0.943	95.98	60.365%	14.85	38.719%	0.49936	0.934
434bd7d8-91fb-44f5-8e1e-975963a6b733	114	0.781	79.05	69.342%	10.337	63.38%	0.44664	0.499
434cf96f-d4df-41b0-bab2-ee86c738fe99	49	0.71	47.888	97.731%	6.655	70.543%	0.81935	0.56
434d3493-17dd-4a04-90b1-73c5eb4b0568	35	0.801	31.603	90.294%	4.749	60.805%	0.99044	0.742
434e3503-0ae1-4c1e-ac06-ff471fa4f016	84	0.722	74.266	88.412%	9.79	71.024%	0.70529	0.512
4355175b-9960-4377-a6da-9f2b191d7c5f	24	0.634	27.935	116.396%	4.012	78.682%	1.16582	0.49
43578afe-3684-435f-8b0d-6f1109ede5ca	8	0.636	10.021	125.263%	2.183	77.181%	1.48661	0.592
435b8092-8c57-4954-bb33-a53cafcb8e20	85	0.772	68.474	80.558%	8.981	63.987%	0.64754	0.598
436207c5-ca47-4c8e-9c84-c19ec78aae18	32	0.863	27.813	86.916%	4.659	50.834%	0.89536	0.841
4362d3ac-dcc6-420c-9f93-f285e8c157db	10	0.751	11.067	110.67%	3.217	68.587%	2.06621	0.738
436569b1-7939-451d-9998-9208faf4694a	78	0.838	53.172	68.169%	7.61	55.502%	0.59029	0.749
436f6432-b464-4b6a-8514-bfe31f0d7ef7	35	0.592	41.403	118.294%	5.796	81.16%	1.15135	0.383
43709afb-b729-4866-a897-ad31521e8682	58	0.822	50.46	87.0%	11.909	64.776%	1.40978	0.805
4370ab41-a882-48d3-8115-fd662b9f111b	75	0.935	39.719	52.959%	8.275	35.577%	0.46578	0.927
437260ff-76be-4e53-b54a-cb59627e2ee9	5	0.685	7.036	140.72%	1.724	77.1%	1.39711	0.683
437493b6-0ad9-4daf-af51-29fa42217270	1777	0.996	267.743	15.067%	56.698	9.404%	0.07535	0.995
4376c565-6a24-47dc-9428-45d2d18a6433	121	0.919	75.874	62.706%	11.796	40.154%	0.48065	0.902
4379c207-fb6b-4756-b673-40dc66600b27	76	0.932	47.166	62.061%	7.02	36.594%	0.56719	0.918
437ab2b8-7e97-4269-bda9-b49430de3ba5	36	0.77	30.454	84.594%	4.335	63.916%	0.83156	0.653
4382f68b-a629-4a7a-8c9a-0780957b3da9	16	0.839	13.546	84.662%	2.683	54.767%	0.85236	0.817
4384b6f4-0aa0-4859-97a3-7c6b1bf8ece4	158	0.844	92.146	58.32%	12.193	53.677%	0.32891	0.648
43850104-dc23-4238-9624-ae8de894790a	230	0.975	95.373	41.467%	18.763	22.196%	0.24193	0.973
43851514-4bd0-48bf-a16b-3cf543982f3d	465	0.974	175.307	37.7%	27.592	26.636%	0.1906	0.969
43891c37-e9ca-4efc-905d-d13bc3b7545e	14	0.713	15.809	112.921%	3.287	70.079%	1.47382	0.677
4389324d-b046-4bcf-8876-05de2515e1f0	132	0.829	85.014	64.405%	11.999	56.945%	0.44519	0.698
438954b0-4af9-41f4-b07c-fd37a6660308	58	0.704	55.304	95.352%	7.551	71.35%	0.8289	0.521
438bfdd9-f177-4207-8bbd-05f9dbc29f56	64	0.938	38.772	60.581%	5.132	34.6%	0.52264	0.923
438dd482-9563-4207-b7c4-6f7c10b42f17	9	0.716	9.999	111.1%	2.321	69.981%	1.81629	0.688
438e36d8-a2dc-4891-8f70-cc0f78a741a0	42	0.632	45.995	109.512%	6.568	79.649%	1.10626	0.457
439c6d42-8f63-4546-9ef4-323c1913da1e	81	0.816	70.545	87.093%	9.781	58.982%	0.75979	0.75
439d9cdc-c846-4ffa-8fc2-8ccb610d9f84	31	0.766	33.261	107.294%	5.001	65.107%	1.21183	0.711
439e7d20-fc00-4351-afdc-9bc5525f82ba	392	0.993	89.792	22.906%	15.542	11.879%	0.14192	0.992
439e8764-78b3-4b83-ae7e-187ff1320f9a	155	0.927	96.964	62.557%	14.859	37.609%	0.44771	0.912
43a0b6bd-3a27-4322-b031-3ff70a87cdb9	400	0.933	171.002	42.75%	23.756	36.921%	0.18505	0.888
43a125ea-ea17-494e-ab92-c1f1acd81cd8	8	0.849	8.263	103.288%	2.591	57.937%	0.94354	0.847
43a4e157-ad74-4af4-b283-d2692ba1e367	15	0.646	18.535	123.567%	3.327	76.327%	1.40471	0.58
43abf0ea-0b6b-4f35-884e-2c8369ee9128	99	0.91	63.473	64.114%	8.17	41.424%	0.47515	0.877
43b1bd26-ca06-4718-b3e9-8a1d126ef2db	4	0.892	3.55	88.75%	1.051	52.55%	0.66611	0.892
43b231b5-a50f-40ff-b377-f6cba69c3125	21	0.736	27.506	130.981%	4.781	68.3%	1.39699	0.704
43c5fe12-a97c-4f59-8b17-0869ba518dd5	72	0.797	57.713	80.157%	7.649	60.471%	0.67825	0.672
43c772b7-3a86-468e-823e-3cc0e8bc0764	212	0.927	116.331	54.873%	17.516	38.187%	0.31355	0.905
43ca3520-5a09-4400-9f02-a44fd40af48e	126	0.924	76.904	61.035%	10.681	39.371%	0.47074	0.902
43da963d-2cd3-437a-86b3-5246af0884df	26	0.757	25.745	99.019%	3.697	65.354%	1.06288	0.674
43dfc52d-9fa9-4f3e-9652-fd7f0b9aa24b	13	0.544	19.097	146.9%	3.667	84.127%	2.01349	0.475
43e03617-1852-4159-9231-b63b3848ce1f	308	0.911	142.391	46.231%	19.446	41.29%	0.25575	0.833
43e2ec92-4648-46c5-969c-b37802794067	90	0.728	73.411	81.568%	9.447	68.899%	0.60455	0.411
43e565df-7358-4c43-ba70-ecffe484acfb	76	0.785	60.222	79.239%	7.847	62.036%	0.60083	0.624
43e5d713-8b52-4dcb-a85d-3651382f42ac	22	0.783	22.814	103.7%	3.942	62.328%	1.135	0.747
43e984f8-da88-4842-8211-3772c7f2d3a3	12	0.439	18.518	154.317%	3.129	90.326%	1.92928	0.293
43ef42f5-dee9-4fd8-8575-02f35e133bc4	9	0.662	12.156	135.067%	2.943	75.988%	2.90664	0.638
43ef9d3f-7b63-4369-b66c-0bbdf5ca3a84	126	0.869	74.743	59.32%	10.434	50.085%	0.42011	0.781
43f6c61e-6032-465f-851f-4252ee07db89	9	0.659	11.754	130.6%	2.512	75.74%	2.25728	0.623
43fdb219-d31e-43be-b173-361341a82bca	43	0.857	37.036	86.13%	5.084	51.62%	0.78532	0.817
43fe643c-be3a-4621-a4b6-d5c60e19320b	6	0.762	7.609	126.817%	1.729	70.586%	1.12103	0.765
44025b02-f7d3-4e6e-9d63-e5396449ff1c	81	0.831	55.209	68.159%	7.058	56.691%	0.51413	0.682
440e4a70-314b-4dba-8cc2-292d2edcb2fc	105	0.899	64.586	61.51%	9.783	43.883%	0.40164	0.867
440f395b-cdc2-4d6e-96c3-615fc10a3e7f	13	0.881	8.498	65.369%	2.828	49.229%	0.95611	0.874
44189b6f-92fe-479e-a474-ce8739768550	27	0.712	28.236	104.578%	4.202	71.027%	1.0629	0.615
441da8bd-5d41-4535-baba-26a7dcb7c731	259	0.906	142.356	54.964%	22.533	42.561%	0.40338	0.873
4420008c-51b4-4b52-8e8e-edd5fdfe6b1c	179	0.962	80.321	44.872%	11.439	27.606%	0.30024	0.953
4422c3da-4914-46ad-b407-7402d7de68f2	9	0.565	13.522	150.244%	2.962	89.308%	2.67709	0.525
44249e45-b011-493d-90ce-19f69b12f00e	6	0.757	6.592	109.867%	1.649	67.32%	1.18354	0.742
4425d8d6-2ade-49cd-8840-15f073228eaa	12	0.782	11.479	95.658%	2.511	62.775%	0.99649	0.757
442ab06a-b0be-476a-b74f-c7a411abd349	33	0.871	26.986	81.776%	4.122	49.623%	0.84912	0.844
442c8945-c46c-491a-8069-e2b510221c0a	133	0.949	65.866	49.523%	10.445	31.768%	0.33613	0.938
442c9b06-592f-4a47-afc8-6614f6967c69	1	0.335	1.845	184.5%	0.948	94.8%	2.55755	0.325
442db794-3a92-4dd6-a04b-6bc926f7ff7a	127	0.876	76.231	60.024%	9.355	49.933%	0.39416	0.763
4432bf4d-33d2-4a43-8961-6c360faf7d5c	72	0.869	51.723	71.838%	7.131	49.927%	0.58315	0.819
4433137a-bdea-4d2d-9ef8-c2e23bfd60ed	31	0.737	30.716	99.084%	4.459	67.999%	0.93659	0.639
4438bbd6-df22-4a03-8546-2b8c9a5656e3	155	0.908	92.942	59.963%	12.653	42.294%	0.46356	0.87
443c35d7-e199-49d8-b2f7-2e0e4fc2eb9a	44	0.807	42.13	95.75%	6.339	59.37%	0.991	0.759
44431fa0-0360-4d89-9279-dc07bcd5659a	32	0.783	34.589	108.091%	5.202	62.176%	0.94465	0.738
44474211-29c1-4b9a-8b74-a12df770cbff	132	0.956	64.732	49.039%	10.62	30.581%	0.34546	0.949
4447fed0-d5a0-4ec1-a021-ad383f182e9f	123	0.87	77.003	62.604%	10.206	49.275%	0.39542	0.785
444bebd8-1e9b-4e52-9f95-210c339df09d	11	0.605	13.867	126.064%	2.875	79.738%	1.54419	0.546
444e14e0-a6fd-494e-bbcd-22dc1c676158	55	0.908	41.982	76.331%	5.558	42.754%	0.73676	0.887
44514bdd-58fe-46f2-be16-a3115401cadb	336	0.904	161.112	47.95%	21.286	43.632%	0.18618	0.808
44519bcd-c12f-4c36-890e-b196f4e2a022	25	0.784	24.624	98.496%	5.015	62.203%	1.02441	0.757
4455a012-2bea-4cba-ac1d-1af0ee74f87f	51	0.649	49.792	97.631%	8.129	77.862%	1.06319	0.5
4459163a-0d45-4d2f-b75c-010af91f03fa	60	0.823	53.149	88.582%	7.857	57.303%	0.85956	0.775
445cecfc-d63b-4610-8f81-1583b05f894d	98	0.892	60.266	61.496%	8.223	45.13%	0.43748	0.842
445d081e-6785-4af4-b7c2-a60a8f6c3d79	1	0.947	0.9	90.0%	0.487	48.7%	0.59762	0.949
4466633e-e40b-4afd-bca1-22daf3c85906	15	0.75	13.736	91.573%	2.743	66.528%	1.2291	0.703
446cbace-4f29-4c03-b7f1-7967f614c8e0	5	0.597	7.282	145.64%	1.822	81.482%	2.23228	0.573
446d2ddb-e859-4b63-bd1d-86adbafd6c51	45	0.855	31.26	69.467%	4.426	51.802%	0.52753	0.789
446fa917-b05e-4ee3-9f5e-2f80d2151c12	18	0.632	22.944	127.467%	3.728	79.481%	1.57067	0.549
446fe7f6-9750-4bb7-9a63-60fd79d820e9	21	0.701	24.5	116.667%	4.106	71.476%	1.38785	0.64
447def7b-d88d-413b-8b0f-90490728980b	215	0.914	98.043	45.601%	14.926	41.005%	0.22174	0.864
448764e3-a5cc-4c59-9403-413cb6203614	93	0.756	70.499	75.805%	9.51	66.747%	0.54186	0.517
4488421a-6021-4cfd-be4b-3247fd0e6324	6	0.542	8.342	139.033%	2.059	84.058%	1.59273	0.497
448bb1e4-87c2-4145-8693-fa99a512e22e	60	0.719	52.695	87.825%	6.902	69.721%	0.69365	0.474
4490c401-aae5-4c91-819b-7ab8a30fabd8	228	0.979	82.666	36.257%	13.906	20.388%	0.23969	0.976
4492771e-0aba-4e97-981f-889dd4efd443	23	0.911	17.646	76.722%	3.331	41.316%	0.77816	0.902
4498dd33-e898-4ec6-93e8-55d4265bcff9	91	0.855	61.785	67.896%	7.855	51.907%	0.46059	0.755
449945bc-eaca-428c-8052-f870701994e9	9	0.537	10.936	121.511%	3.867	84.385%	1.34224	0.509
44998f20-389c-4a0a-b8d9-5cc77a2adb56	4	0.816	5.146	128.65%	1.382	69.1%	1.06179	0.833
449a1da1-8c69-42e5-9d50-0779e902756c	105	0.835	72.522	69.069%	9.247	55.56%	0.47662	0.701
449dbea2-5503-4673-a02c-fde959bf3283	24	0.712	26.221	109.254%	4.238	70.633%	1.10588	0.642
449fcd7c-1dc1-449e-b425-b707d1ffe0a3	3	0.894	3.566	118.867%	1.396	62.431%	0.90297	0.902
44a776b7-0eb2-463c-ab1d-80c654278f56	1737	0.974	462.366	26.619%	69.699	22.543%	0.06394	0.962
44aa7f95-0c72-4474-b565-bd55952b05cf	50	0.638	54.838	109.676%	7.052	77.876%	0.99309	0.394
44adc037-e1fe-41cd-8150-01aee8c9af39	163	0.971	70.386	43.182%	10.336	23.998%	0.27046	0.966
44b2cec3-018f-4d0e-9977-e1286409155f	1717	0.993	318.104	18.527%	71.756	11.558%	0.07955	0.993
44b66253-9fea-41ac-84ad-7383165beddb	51	0.877	41.111	80.61%	6.07	48.138%	0.70653	0.849
44b81b87-6a7f-47d8-bbdf-086706dc6dfd	123	0.936	83.071	67.537%	12.593	35.323%	0.52339	0.926
44ba1ef8-b32a-444a-9e4a-77039800efab	14	0.707	17.8	127.143%	3.489	71.219%	2.07525	0.675
44c49c12-b96a-42ff-bd42-7153d2d4f7c1	57	0.762	52.426	91.975%	7.126	65.88%	0.85858	0.649
44e9a4dd-5383-4d59-8a99-74ee89b6a6e4	98	0.818	69.583	71.003%	8.987	57.533%	0.45323	0.665
44f3f9cb-a8be-4c52-a698-e0546f5967a3	95	0.79	67.11	70.642%	8.807	61.511%	0.51766	0.563
44fc9210-2925-49f0-8a1d-90abbffb1ab2	14	0.764	16.003	114.307%	3.17	67.585%	1.01366	0.749
44ff13ec-d02a-44df-beeb-76e99a661359	114	0.927	67.028	58.796%	9.635	37.618%	0.46687	0.907
45013b9b-1e30-4b06-be64-ce845967c984	27	0.927	17.578	65.104%	3.24	39.005%	0.65763	0.919
450b29ba-6842-4626-84c5-239d5c6403e2	30	0.831	24.415	81.383%	4.333	61.278%	1.11274	0.796
4511d8bc-d493-4734-ba7e-fb8887ba8db3	84	0.968	37.276	44.376%	7.955	27.415%	0.29927	0.966
4512dce4-ffca-49e8-886d-d6b3650ad5d0	254	0.974	119.145	46.907%	17.066	26.246%	0.26094	0.97
4512de43-1852-4855-9472-bc71d122ab06	10	0.686	10.549	105.49%	2.748	73.443%	1.45211	0.656
45135f2b-68a4-4428-8336-ea8aa4acd36e	84	0.819	61.998	73.807%	7.951	58.3%	0.51532	0.685
4517a66b-4723-4339-878b-8b859fb70db0	51	0.79	42.726	83.776%	6.77	61.545%	0.71332	0.719
4519f138-a8b5-4cea-9cfc-75a9f304b65a	55	0.907	45.323	82.405%	6.289	42.693%	0.72148	0.891
451c7b2a-56f2-4470-82ed-6bafd6371c23	21	0.87	13.504	64.305%	3.285	50.096%	0.49261	0.854
452a2776-ad17-4e56-837c-28306caceaa6	17	0.832	16.944	99.671%	3.091	55.516%	1.1324	0.812
452d0c14-a0a9-4b36-aebb-10643aec867f	6	0.868	5.811	96.85%	1.389	56.706%	0.73055	0.869
4533f483-45ab-4d18-94a0-490cda339a7d	43	0.709	45.608	106.065%	5.946	70.566%	0.93454	0.564
453b67d4-c5da-438c-9d42-7d073e5c4724	53	0.691	57.994	109.423%	7.266	72.299%	0.95278	0.514
45427c59-c2a1-44c8-a21d-128aa27c743e	35	0.936	22.679	64.797%	3.816	35.279%	0.68296	0.928
4543e612-57f9-48d9-bb25-f99e96807a1e	300	0.968	143.259	47.753%	25.329	28.372%	0.43888	0.964
454468ee-6843-4ba0-9d2c-249c8030df22	14	0.801	13.41	95.786%	3.175	60.002%	3.66284	0.783
4546b972-3c37-4df2-a825-55f3971f61a2	104	0.785	74.925	72.043%	9.416	63.483%	0.49194	0.522
454792c0-255c-47c9-a99d-d20682e3caed	10	0.609	12.051	120.51%	2.515	79.531%	1.71981	0.546
454d93c6-9392-45f5-932b-595b3b68ec16	20	0.904	14.68	73.4%	3.036	42.936%	1.08442	0.895
454e00dd-d304-4f14-beac-fd0a9d2314dc	167	0.851	102.301	61.258%	13.61	52.619%	0.44495	0.717
454e5227-6343-4186-9605-63dc99b89c85	22	0.82	21.258	96.627%	3.34	57.281%	1.02666	0.785
4552d39e-79d4-4e21-926b-f81b17706708	1	0.758	1.486	148.6%	0.775	77.5%	1.35851	0.767
455b79c8-d09f-492a-bc46-962f0800fc01	14	0.482	21.752	155.371%	3.518	87.95%	1.78621	0.353
456274cc-9117-442e-afda-2bd248a86ca3	15	0.501	21.207	141.38%	3.802	87.224%	1.60111	0.39
456659cb-6b46-4c4c-a834-4dccc8ae140b	25	0.813	25.033	100.132%	3.747	58.518%	1.0969	0.773
4567ddfb-20de-4e38-85b7-4f438a219fb2	6	0.58	8.842	147.367%	2.019	82.425%	2.00408	0.547
4569da00-59e1-4037-93c9-2c71beb6a80d	43	0.966	25.257	58.737%	4.239	26.239%	0.62398	0.963
456b43c6-f28a-47b6-8246-324c2a15fea0	424	0.994	97.243	22.935%	17.096	11.94%	0.15718	0.993
456c36de-43ff-4b7d-9632-5988da545a2e	24	0.645	28.36	118.167%	4.471	76.677%	1.35164	0.542
456e017a-af04-4529-abe1-8b6780e4bc74	9	0.517	13.296	147.733%	2.568	85.6%	1.89118	0.438
45729700-e285-4e03-8183-c6671e0ae009	150	0.955	82.997	55.331%	12.296	33.691%	0.45854	0.948
45731335-5a61-4e1c-9d19-673daa536742	34	0.814	32.241	94.826%	5.866	59.256%	1.05747	0.786
45749cf8-6307-4f9b-891a-85c681473d78	16	0.869	14.371	89.819%	3.057	49.591%	1.05964	0.858
45764a49-4d41-4021-ba38-ceec6d8ed7ad	20	0.769	19.708	98.54%	3.542	64.668%	1.23563	0.726
457a7fe9-e6d6-42fb-a9a1-2b5f067448a7	31	0.742	32.916	106.181%	4.616	68.811%	1.14049	0.658
4583045d-ea25-4c8e-82ba-ef8817bd6ee5	88	0.941	49.493	56.242%	8.61	33.823%	0.4881	0.933
45830a84-d3ae-4faa-9cca-7c827f8f087e	70	0.925	39.679	56.684%	5.648	37.907%	0.44801	0.902
45856a18-f98f-4b48-a145-19cbf03464d5	54	0.855	37.486	69.419%	5.307	52.039%	0.52612	0.787
458633b1-ff67-44e7-834c-34b4a0009f33	176	0.972	74.845	42.526%	13.897	24.377%	0.30346	0.97
458dc8fb-e537-4306-b8c1-0463092b73a7	23	0.662	26.615	115.717%	4.309	75.01%	1.17252	0.57
459549cd-9e53-4737-b8d3-648f1ad69884	23	0.769	22.392	97.357%	4.735	67.643%	1.40319	0.739
4597db60-669a-4e73-952c-9feba854db81	1	0.919	1.118	111.8%	0.59	59.0%	0.81838	0.923
4598cbe6-e8aa-4ef5-b792-79ece2483d35	55	0.831	44.352	80.64%	6.225	57.55%	0.78373	0.767
4598efaf-e57f-42a6-bc40-5559c80387e6	284	0.987	90.371	31.821%	14.736	15.968%	0.19404	0.986
4599faa0-1378-41f2-8169-8ea8decb0fe9	61	0.947	38.45	63.033%	6.408	33.269%	0.64672	0.942
45a1b8aa-48a3-4251-ba31-202ffbc34267	32	0.773	32.404	101.263%	5.971	63.651%	1.02528	0.737
45a6384c-2c54-4b89-9c40-8634008f194f	2	0.818	2.627	131.35%	0.989	69.933%	1.18541	0.827
45a6e2f8-55ea-4a44-81d9-6af3ae9f5671	517	0.96	216.908	41.955%	39.351	29.181%	0.23958	0.954
45a9c754-170d-4471-8f2b-ad1ba1dab15c	71	0.946	47.536	66.952%	6.501	32.304%	0.60375	0.938
45aa6be2-0344-440e-bad9-71e31fc37e92	62	0.847	46.453	74.924%	6.607	54.309%	0.68309	0.788
45acf741-489e-4712-8099-c8820e86bba7	9	0.595	11.666	129.622%	2.918	80.931%	2.06256	0.557
45afcbe4-e313-459b-b664-543e93eba1f7	410	0.924	162.428	39.617%	22.965	38.664%	0.14336	0.847
45b2bed7-8d15-47c7-af6d-adfd1cf523a7	4	0.391	5.937	148.425%	2.174	108.7%	3.69356	0.363
45b32f4f-d62c-438c-8abd-029c1d223668	84	0.91	61.999	73.808%	9.87	41.487%	0.6233	0.896
45b87833-fd5c-430f-866b-b0297097ba30	68	0.898	42.068	61.865%	6.414	44.473%	0.53254	0.866
45b9156f-25d5-49d9-9617-d2e706e75e8a	48	0.93	30.869	64.31%	5.002	37.077%	0.58001	0.92
45b9bd87-b523-40c6-bab6-ba8301839d38	73	0.959	37.875	51.884%	7.408	30.268%	0.32499	0.955
45ba29c4-93cb-4a31-9994-956f0e209f7c	69	0.9	47.232	68.452%	7.301	43.71%	0.65854	0.877
45bdc569-5ddd-4b67-91f3-af5a60760704	749	0.957	253.848	33.892%	34.186	29.223%	0.11472	0.923
45c3b230-13b2-472b-acfe-3c41796df4cd	25	0.821	24.658	98.632%	3.685	57.55%	0.90606	0.784
45c49fe1-91c3-4619-967b-5b3038c663a7	22	0.786	18.238	82.9%	3.417	62.386%	1.04406	0.736
45c4febf-86db-43bb-a91c-e1764dd8a927	829	0.976	302.197	36.453%	53.424	21.927%	0.20369	0.972
45d2977a-72ea-4e88-b16f-23f0988743d7	17	0.8	19.156	112.682%	3.629	61.341%	1.16789	0.782
45d34488-4117-4464-a359-ac16de638f8c	62	0.751	53.345	86.04%	7.752	65.989%	0.69024	0.622
45d38ed5-b1b4-447e-8a8b-bf9457b5e061	1	0.434	1.809	180.9%	0.926	92.6%	2.34657	0.439
45db025f-90d2-4cdc-98e0-969e21e29c82	502	0.928	222.784	44.379%	33.026	38.069%	0.18836	0.89
45db71ff-2ebb-4208-8ce8-5ab176b0f9c0	101	0.876	61.149	60.544%	8.373	49.949%	0.44518	0.802
45e19ab9-5694-498d-9fcd-19c722da26be	487	0.977	169.549	34.815%	29.317	25.58%	0.16994	0.974
45e48003-4889-44d3-9b44-68b2e41bd7f3	46	0.719	51.134	111.161%	7.034	69.647%	1.06241	0.62
45e520d2-7be0-4859-9814-ae024675988b	1	0.502	1.802	180.2%	0.917	91.7%	2.31242	0.528
45e93c96-75c4-447e-b85c-dc366a021128	21	0.727	25.342	120.676%	3.834	68.861%	1.47322	0.67
45f036a3-ba38-4ccc-ad1d-b8a56ce27fad	13	0.622	16.294	125.338%	3.043	78.57%	1.72553	0.554
45f09d71-b991-45d0-a3e8-b3aec875c112	4	0.662	5.825	145.625%	1.581	79.05%	1.88086	0.66
45f0ac1a-acb6-4947-bd28-6bf2444e9f37	8	0.871	8.295	103.688%	1.979	57.129%	0.91768	0.873
45f27fa1-b1a3-42a5-9573-068e743aa35c	589	0.992	152.46	25.885%	25.056	12.754%	0.13386	0.991
45f6c1d4-edb6-4ddd-8ae5-9d9993b8aeb8	49	0.793	49.328	100.669%	6.846	61.232%	0.87694	0.733
45fa33f7-830a-4831-bce0-57709bb61b62	17	0.82	15.082	88.718%	2.636	57.522%	0.81995	0.787
45fcc6f8-a23c-4daa-a55f-bd05fc6715dc	23	0.558	30.221	131.396%	4.656	83.624%	1.56605	0.415
46040cf5-4b16-444d-a3c5-3a5cb8b94ec6	329	0.932	139.366	42.36%	18.992	36.21%	0.18941	0.882
4606fa3b-f224-4192-a87b-18c5fb17bd44	73	0.808	57.107	78.229%	7.821	59.809%	0.66651	0.704
460a0da3-7395-4d1b-854e-54fba50594fa	28	0.752	29.496	105.343%	5.126	75.579%	1.71841	0.707
460b6854-7156-4bb5-af9a-d9f064114284	84	0.936	48.616	57.876%	8.077	36.563%	0.53484	0.926
460f1229-d490-47df-a82c-071230edab1d	14	0.862	9.906	70.757%	2.625	55.965%	1.23571	0.849
46110805-9788-4c33-8beb-ff72da84b200	252	0.933	127.13	50.448%	17.206	37.09%	0.29651	0.905
461367ba-5b2f-4a85-bd26-5413c892ee83	134	0.832	84.184	62.824%	11.888	55.428%	0.40969	0.694
